"x"
"S"
"E"
"C"
"CD"
"C"
"S"
"E"
"S"
"S"
"E"
"CD"
"S"
"S"
"S"
"E"
"S"
"E"
"CD"
"S"
"CD"
"S"
"S"
"S"
"E"
"E"
"S"
"E"
"S"
"C"
"S"
"C"
"E"
"E"
"S"
"S"
"S"
"S"
"E"
"E"
"S"
"CD"
"S"
"C"
"S"
"CD"
"S"
"S"
"S"
"S"
"CD"
"S"
"S"
"S"
"S"
"S"
"E"
"S"
"E"
"S"
"E"
"S"
"C"
"S"
"CD"
"C"
"E"
"CD"
"S"
"S"
"S"
"S"
"E"
"S"
"S"
"C"
"E"
"E"
"E"
"E"
"CD"
"S"
"S"
"S"
"C"
"S"
"S"
"E"
"C"
"CD"
"S"
"S"
"S"
"E"
"CD"
"E"
"E"
"CD"
"C"
"E"
"CD"
"S"
"CD"
"CD"
"E"
"S"
"S"
"S"
"S"
"S"
"E"
"S"
"E"
"E"
"E"
"E"
"S"
"S"
"S"
"E"
"C"
"CD"
"E"
"S"
"CD"
"E"
"CD"
"S"
"E"
"S"
"S"
"S"
"E"
"S"
"E"
"S"
"S"
"S"
"S"
"E"
"CD"
"S"
"C"
"E"
"S"
"S"
"S"
"E"
"S"
"S"
"S"
"S"
"E"
"S"
"S"
"E"
"E"
"S"
"C"
"CD"
"E"
"S"
"S"
"E"
"C"
"S"
"S"
"C"
"S"
"S"
"S"
"CD"
"S"
"S"
"CD"
"E"
"S"
"E"
"S"
"S"
"E"
"S"
"S"
"E"
"S"
"E"
"CD"
"E"
"S"
"S"
"E"
"S"
"E"
"S"
"C"
"S"
"C"
"S"
"S"
"E"
"E"
"S"
"S"
"CD"
"S"
"S"
"S"
"S"
"E"
"S"
"C"
"E"
"S"
"S"
"S"
"E"
"E"
"E"
"S"
"S"
"S"
"S"
"S"
"S"
"E"
"CD"
"E"
"E"
"CD"
"S"
"E"
"CD"
"S"
"S"
"C"
"S"
"S"
"E"
"CD"
"S"
"C"
"S"
"S"
"S"
"E"
"C"
"E"
"E"
"C"
"S"
"S"
"E"
"S"
"S"
"S"
"E"
"E"
"C"
"E"
"C"
"E"
"S"
"S"
"CD"
"S"
"S"
"E"
"CD"
"E"
"S"
"E"
"E"
"S"
"C"
"S"
"S"
"S"
"S"
"S"
"S"
"C"
"C"
"C"
"E"
"S"
"S"
"S"
"E"
"S"
"C"
"S"
"E"
"S"
"E"
"CD"
"CD"
"S"
"E"
"E"
"CD"
"E"
"S"
"E"
"CD"
"C"
"S"
"S"
"S"
"S"
"C"
"E"
"E"
"S"
"S"
"E"
"E"
"S"
"E"
"CD"
"S"
"S"
"S"
"S"
"CD"
"S"
"CD"
"E"
"S"
"S"
"S"
"S"
"E"
"E"
"S"
"S"
"S"
"S"
"S"
"C"
"S"
"E"
"E"
"E"
"S"
"S"
"S"
"S"
"S"
"C"
"CD"
"S"
"E"
"C"
"E"
"S"
"E"
"C"
"S"
"C"
"E"
"C"
"S"
"S"
"S"
"S"
"E"
"S"
"S"
"E"
"E"
"E"
"S"
"E"
"E"
"S"
"S"
"S"
"CD"
"E"
"S"
"S"
"E"
"CD"
"S"
"S"
"S"
"S"
"S"
"E"
"C"
"S"
"E"
"S"
"E"
"CD"
"E"
"S"
"S"
"S"
"S"
"C"
"S"
"CD"
"S"
"S"
"S"
"CD"
"S"
"S"
"S"
"S"
"S"
"C"
"S"
"E"
"E"
"E"
"S"
"E"
"S"
"C"
"CD"
"S"
"S"
"S"
"E"
"E"
"C"
"E"
"S"
"S"
"S"
"CD"
"S"
"E"
"E"
"S"
"S"
"S"
"S"
"S"
"S"
"E"
"S"
"S"
"E"
"S"
"E"
"C"
"S"
"E"
"E"
"S"
"S"
"E"
"S"
"S"
"CD"
"E"
"S"
"S"
"E"
"S"
"S"
"C"
"C"
"S"
"CD"
"CD"
"S"
"S"
"C"
"CD"
"E"
"S"
"E"
"S"
"S"
"C"
"E"
"C"
"C"
"S"
"S"
"CD"
"S"
"CD"
"S"
"E"
"S"
"E"
"C"
"S"
"S"
"S"
"S"
"S"
"S"
"S"
"S"
"E"
"CD"
"S"
"E"
"E"
"C"
"S"
"S"
"S"
"S"
"S"
"E"
"S"
"S"
"S"
"S"
"CD"
"S"
"E"
"S"
"S"
"S"
"C"
"E"
"S"
"S"
"S"
"C"
"S"
"S"
"S"
"E"
"S"
"C"
"S"
"E"
"E"
"C"
"S"
"S"
"S"
"S"
"S"
"CD"
"E"
"E"
"S"
"E"
"S"
"E"
"S"
"S"
"CD"
"E"
"S"
"S"
"E"
"S"
"E"
"E"
"E"
"S"
"S"
"CD"
"S"
"S"
"S"
"S"
"S"
"E"
"S"
"S"
"C"
"E"
"CD"
"S"
"S"
"E"
"E"
"S"
"E"
"CD"
"S"
"E"
"E"
"S"
"E"
"C"
"S"
"S"
"S"
"S"
"C"
"S"
"E"
"CD"
"CD"
"C"
"S"
"E"
"S"
"CD"
"S"
"E"
"S"
"S"
"C"
"S"
"C"
"CD"
"CD"
"S"
"S"
"C"
"CD"
"S"
"C"
"S"
"C"
"E"
"C"
"E"
"S"
"E"
"S"
"S"
"E"
"E"
"S"
"C"
"E"
"C"
"E"
"S"
"S"
"S"
"C"
"E"
"S"
"CD"
"S"
"CD"
"S"
"S"
"S"
"CD"
"S"
"C"
"S"
"E"
"S"
"S"
"S"
"S"
"S"
"S"
"S"
"CD"
"E"
"CD"
"E"
"E"
"S"
"S"
"S"
"S"
"E"
"S"
"S"
"S"
"E"
"CD"
"S"
"S"
"E"
"C"
"S"
"E"
"S"
"S"
"S"
"CD"
"C"
"S"
"E"
"S"
"S"
"S"
"E"
"S"
"S"
"CD"
"S"
"S"
"C"
"CD"
"CD"
"S"
"C"
"S"
"S"
"S"
"S"
"C"
"S"
"S"
"S"
"S"
